patient_id,staff_id,staff_name,staff_role,shift
72322540,485384,Gabriel Allard,Nurse,Night
88506285,998838,Constanza Menendez Carmona,Intern,Day
62233994,650680,Marcus Koch,Technician,Night
62233994,819149,لوليا آل مقطة,Technician,Evening
62233994,687256,Pedro Hierro,Physician,Evening
98649275,819149,لوليا آل مقطة,Technician,Evening
59324240,184508,قائد فصيل,Resident,Night
59324240,146284,عتيد أبا الخيل,Intern,Day
59324240,230145,المهندسة إباء آل العسكري,Technician,Night
32640991,562838,Jose Angel Goñi,Technician,Night
32640991,164281,Jens-Peter Kostolzin MBA.,Resident,Night
32640991,796375,Ing. Hans-Hermann Kobelt B.A.,Intern,Night
57188439,948207,Mariah Smith,Intern,Night
63772420,307403,Pierre Turpin,Nurse,Day
72473334,88236,Jennifer Rice,Physician,Day
34738441,757491,Anneke Segebahn B.Eng.,Technician,Day
77590085,766870,عبد الواحد المهنا,Physician,Evening
77282416,687256,Pedro Hierro,Physician,Evening
77282416,650680,Marcus Koch,Technician,Night
77282416,108535,Alf Rosenow,Physician,Night
84778629,30217,Nadia Patiño Arjona,Physician,Night
84778629,314159,الأستاذة بشرى أبو داوود,Technician,Day
84778629,650680,Marcus Koch,Technician,Night
43135813,218344,Ing. Rebekka Schweitzer,Resident,Day
47505632,651483,Anke Trubin,Resident,Evening
47505632,88236,Jennifer Rice,Physician,Day
81846789,173454,Guy Philippe,Technician,Evening
82900119,935868,Steven Wang,Technician,Day
98585488,173454,Guy Philippe,Technician,Evening
98585488,998838,Constanza Menendez Carmona,Intern,Day
28829956,842785,Aimée Lemonnier,Physician,Day
28829956,577770,Steven Huynh,Nurse,Evening
23064837,963708,Sibylla Pohl B.Eng.,Physician,Night
23064837,577770,Steven Huynh,Nurse,Evening
97072022,333230,Juan Francisco Herrera Grande,Nurse,Night
76030458,386181,Sybille Seifert,Technician,Evening
29398878,650680,Marcus Koch,Technician,Night
31204781,562838,Jose Angel Goñi,Technician,Night
31204781,88236,Jennifer Rice,Physician,Day
65525288,41208,Matthieu Royer de la Brunet,Resident,Day
65525288,819149,لوليا آل مقطة,Technician,Evening
65525288,843504,Meagan Fitzpatrick,Intern,Evening
47727028,819149,لوليا آل مقطة,Technician,Evening
98692481,998838,Constanza Menendez Carmona,Intern,Day
89853650,751163,Dr. Aynur Flantz,Resident,Night
17398503,651483,Anke Trubin,Resident,Evening
28995117,173454,Guy Philippe,Technician,Evening
36291118,333230,Juan Francisco Herrera Grande,Nurse,Night
43278206,146284,عتيد أبا الخيل,Intern,Day
91163468,531506,Curro Tena Izaguirre,Nurse,Night
76991397,218344,Ing. Rebekka Schweitzer,Resident,Day
17322655,757491,Anneke Segebahn B.Eng.,Technician,Day
90159304,218344,Ing. Rebekka Schweitzer,Resident,Day
90159304,863103,Prof. Bernward Hahn B.A.,Nurse,Night
90159304,108535,Alf Rosenow,Physician,Night
5553272,842785,Aimée Lemonnier,Physician,Day
93323343,562838,Jose Angel Goñi,Technician,Night
93323343,307403,Pierre Turpin,Nurse,Day
93323343,618066,طارق الراشد,Resident,Day
62006433,842785,Aimée Lemonnier,Physician,Day
75961588,218344,Ing. Rebekka Schweitzer,Resident,Day
11390152,41208,Matthieu Royer de la Brunet,Resident,Day
11390152,687256,Pedro Hierro,Physician,Evening
28481296,863103,Prof. Bernward Hahn B.A.,Nurse,Night
13784423,771619,Aurore de la Martineau,Nurse,Night
41594623,998838,Constanza Menendez Carmona,Intern,Day
41594623,314159,الأستاذة بشرى أبو داوود,Technician,Day
41594623,164281,Jens-Peter Kostolzin MBA.,Resident,Night
47501591,562838,Jose Angel Goñi,Technician,Night
47501591,766870,عبد الواحد المهنا,Physician,Evening
47501591,842785,Aimée Lemonnier,Physician,Day
33585356,650680,Marcus Koch,Technician,Night
80431240,843504,Meagan Fitzpatrick,Intern,Evening
93279256,963708,Sibylla Pohl B.Eng.,Physician,Night
93279256,991291,Matteo Baum B.Eng.,Physician,Day
93279256,184508,قائد فصيل,Resident,Night
12349318,184508,قائد فصيل,Resident,Night
7146579,146284,عتيد أبا الخيل,Intern,Day
7146579,307403,Pierre Turpin,Nurse,Day
7146579,842785,Aimée Lemonnier,Physician,Day
18755994,231570,ديمه أبو داوود,Resident,Day
18755994,863103,Prof. Bernward Hahn B.A.,Nurse,Night
68253461,502703,Mia Schmiedt,Intern,Day
60386583,314159,الأستاذة بشرى أبو داوود,Technician,Day
36542815,687256,Pedro Hierro,Physician,Evening
56528902,573492,Luis Ángel Casado Porta,Technician,Evening
12987350,650680,Marcus Koch,Technician,Night
43766600,991291,Matteo Baum B.Eng.,Physician,Day
58203437,345587,أفراح كانو,Technician,Day
33250087,314159,الأستاذة بشرى أبو داوود,Technician,Day
16478563,843504,Meagan Fitzpatrick,Intern,Evening
12575418,935868,Steven Wang,Technician,Day
54191108,36803,Frédérique de Rey,Resident,Day
11900444,88236,Jennifer Rice,Physician,Day
36955085,41208,Matthieu Royer de la Brunet,Resident,Day
63251639,577770,Steven Huynh,Nurse,Evening
60524311,164281,Jens-Peter Kostolzin MBA.,Resident,Night
133549,998838,Constanza Menendez Carmona,Intern,Day
41967141,577770,Steven Huynh,Nurse,Evening
71788105,650680,Marcus Koch,Technician,Night
61148850,948207,Mariah Smith,Intern,Night
43222088,948207,Mariah Smith,Intern,Night
84452503,502703,Mia Schmiedt,Intern,Day
84452503,146284,عتيد أبا الخيل,Intern,Day
82796445,984109,Isaac Pruvost-Andre,Intern,Night
71394811,230145,المهندسة إباء آل العسكري,Technician,Night
71394811,618066,طارق الراشد,Resident,Day
71394811,843504,Meagan Fitzpatrick,Intern,Evening
32630983,307403,Pierre Turpin,Nurse,Day
32630983,963708,Sibylla Pohl B.Eng.,Physician,Night
32630983,333230,Juan Francisco Herrera Grande,Nurse,Night
8059985,766870,عبد الواحد المهنا,Physician,Evening
8059985,108535,Alf Rosenow,Physician,Night
8059985,618066,طارق الراشد,Resident,Day
79629896,173454,Guy Philippe,Technician,Evening
79629896,164281,Jens-Peter Kostolzin MBA.,Resident,Night
7386750,531506,Curro Tena Izaguirre,Nurse,Night
64140424,30217,Nadia Patiño Arjona,Physician,Night
27776705,771619,Aurore de la Martineau,Nurse,Night
27776705,307403,Pierre Turpin,Nurse,Day
27776705,863103,Prof. Bernward Hahn B.A.,Nurse,Night
2730033,842785,Aimée Lemonnier,Physician,Day
2730033,314159,الأستاذة بشرى أبو داوود,Technician,Day
58115762,842785,Aimée Lemonnier,Physician,Day
58115762,314159,الأستاذة بشرى أبو داوود,Technician,Day
92850667,674624,Águeda Delia Figueras Tolosa,Nurse,Evening
92850667,531506,Curro Tena Izaguirre,Nurse,Night
92850667,307403,Pierre Turpin,Nurse,Day
70181422,757491,Anneke Segebahn B.Eng.,Technician,Day
12428571,531506,Curro Tena Izaguirre,Nurse,Night
10505599,314159,الأستاذة بشرى أبو داوود,Technician,Day
10505599,562838,Jose Angel Goñi,Technician,Night
10505599,935868,Steven Wang,Technician,Day
27483829,36803,Frédérique de Rey,Resident,Day
27483829,82988,Edgar Frederick,Technician,Night
42989891,991291,Matteo Baum B.Eng.,Physician,Day
42989891,218344,Ing. Rebekka Schweitzer,Resident,Day
18110125,650680,Marcus Koch,Technician,Night
82394164,562838,Jose Angel Goñi,Technician,Night
66820248,333230,Juan Francisco Herrera Grande,Nurse,Night
78083057,184508,قائد فصيل,Resident,Night
97983628,577770,Steven Huynh,Nurse,Evening
97983628,618066,طارق الراشد,Resident,Day
65387926,502703,Mia Schmiedt,Intern,Day
43135632,771619,Aurore de la Martineau,Nurse,Night
43135632,651483,Anke Trubin,Resident,Evening
43135632,218344,Ing. Rebekka Schweitzer,Resident,Day
39901257,573492,Luis Ángel Casado Porta,Technician,Evening
27906699,650680,Marcus Koch,Technician,Night
20212003,184508,قائد فصيل,Resident,Night
93279941,650680,Marcus Koch,Technician,Night
55276184,751163,Dr. Aynur Flantz,Resident,Night
55276184,108535,Alf Rosenow,Physician,Night
77475100,843504,Meagan Fitzpatrick,Intern,Evening
77475100,7596,عزّ الدّين آل معيض,Resident,Night
681985,674624,Águeda Delia Figueras Tolosa,Nurse,Evening
5814667,843504,Meagan Fitzpatrick,Intern,Evening
5814667,562838,Jose Angel Goñi,Technician,Night
5814667,231570,ديمه أبو داوود,Resident,Day
37464189,948207,Mariah Smith,Intern,Night
72458237,434871,Bernhard Ruppersberger,Nurse,Evening
2402258,963708,Sibylla Pohl B.Eng.,Physician,Night
27341402,948207,Mariah Smith,Intern,Night
27341402,88236,Jennifer Rice,Physician,Day
74824936,863103,Prof. Bernward Hahn B.A.,Nurse,Night
93991640,769560,Margot Foucher,Technician,Evening
27948197,796375,Ing. Hans-Hermann Kobelt B.A.,Intern,Night
27948197,963708,Sibylla Pohl B.Eng.,Physician,Night
61399860,819149,لوليا آل مقطة,Technician,Evening
3972473,434871,Bernhard Ruppersberger,Nurse,Evening
91725208,218344,Ing. Rebekka Schweitzer,Resident,Day
54875482,502703,Mia Schmiedt,Intern,Day
54875482,577770,Steven Huynh,Nurse,Evening
54875482,36803,Frédérique de Rey,Resident,Day
67304057,843504,Meagan Fitzpatrick,Intern,Evening
6706547,935868,Steven Wang,Technician,Day
11943040,434871,Bernhard Ruppersberger,Nurse,Evening
6882889,650680,Marcus Koch,Technician,Night
6882889,674624,Águeda Delia Figueras Tolosa,Nurse,Evening
81840222,992470,Larry Lowe,Technician,Night
31203855,664769,Calvin Clark,Technician,Day
31203855,769560,Margot Foucher,Technician,Evening
31203855,863103,Prof. Bernward Hahn B.A.,Nurse,Night
92717213,664769,Calvin Clark,Technician,Day
52596964,998838,Constanza Menendez Carmona,Intern,Day
78389344,863103,Prof. Bernward Hahn B.A.,Nurse,Night
68726150,218344,Ing. Rebekka Schweitzer,Resident,Day
15268761,502703,Mia Schmiedt,Intern,Day
15268761,345587,أفراح كانو,Technician,Day
15268761,7596,عزّ الدّين آل معيض,Resident,Night
23330316,998838,Constanza Menendez Carmona,Intern,Day
23330316,948207,Mariah Smith,Intern,Night
4768339,651483,Anke Trubin,Resident,Evening
12738463,108535,Alf Rosenow,Physician,Night
12738463,573492,Luis Ángel Casado Porta,Technician,Evening
12738463,766870,عبد الواحد المهنا,Physician,Evening
59588594,314159,الأستاذة بشرى أبو داوود,Technician,Day
80166727,230145,المهندسة إباء آل العسكري,Technician,Night
69320825,651483,Anke Trubin,Resident,Evening
26545869,769560,Margot Foucher,Technician,Evening
84996157,771619,Aurore de la Martineau,Nurse,Night
92591960,992470,Larry Lowe,Technician,Night
56911481,7596,عزّ الدّين آل معيض,Resident,Night
56911481,307403,Pierre Turpin,Nurse,Day
56911481,41208,Matthieu Royer de la Brunet,Resident,Day
79369899,108535,Alf Rosenow,Physician,Night
32121914,984109,Isaac Pruvost-Andre,Intern,Night
76746553,984109,Isaac Pruvost-Andre,Intern,Night
76746553,651483,Anke Trubin,Resident,Evening
28909760,963708,Sibylla Pohl B.Eng.,Physician,Night
28909760,164281,Jens-Peter Kostolzin MBA.,Resident,Night
28909760,751163,Dr. Aynur Flantz,Resident,Night
81742512,36803,Frédérique de Rey,Resident,Day
20141678,164281,Jens-Peter Kostolzin MBA.,Resident,Night
20141678,345587,أفراح كانو,Technician,Day
20141678,757491,Anneke Segebahn B.Eng.,Technician,Day
45740413,992470,Larry Lowe,Technician,Night
8233955,562838,Jose Angel Goñi,Technician,Night
26084473,307403,Pierre Turpin,Nurse,Day
9860508,674624,Águeda Delia Figueras Tolosa,Nurse,Evening
58715781,766870,عبد الواحد المهنا,Physician,Evening
58715781,218344,Ing. Rebekka Schweitzer,Resident,Day
35888222,485384,Gabriel Allard,Nurse,Night
98630553,231570,ديمه أبو داوود,Resident,Day
91539958,842785,Aimée Lemonnier,Physician,Day
91539958,7596,عزّ الدّين آل معيض,Resident,Night
91539958,218344,Ing. Rebekka Schweitzer,Resident,Day
67188566,991291,Matteo Baum B.Eng.,Physician,Day
95907300,984109,Isaac Pruvost-Andre,Intern,Night
95907300,485384,Gabriel Allard,Nurse,Night
39470620,992470,Larry Lowe,Technician,Night
39470620,485384,Gabriel Allard,Nurse,Night
11362774,842785,Aimée Lemonnier,Physician,Day
98622819,863103,Prof. Bernward Hahn B.A.,Nurse,Night
30767937,531506,Curro Tena Izaguirre,Nurse,Night
30767937,948207,Mariah Smith,Intern,Night
30767937,796375,Ing. Hans-Hermann Kobelt B.A.,Intern,Night
45649786,386181,Sybille Seifert,Technician,Evening
45649786,434871,Bernhard Ruppersberger,Nurse,Evening
29270402,963708,Sibylla Pohl B.Eng.,Physician,Night
61365977,651483,Anke Trubin,Resident,Evening
52463346,502703,Mia Schmiedt,Intern,Day
51145869,434871,Bernhard Ruppersberger,Nurse,Evening
51145869,687256,Pedro Hierro,Physician,Evening
51145869,577770,Steven Huynh,Nurse,Evening
3180342,863103,Prof. Bernward Hahn B.A.,Nurse,Night
9764459,963708,Sibylla Pohl B.Eng.,Physician,Night
55442791,573492,Luis Ángel Casado Porta,Technician,Evening
55442791,146284,عتيد أبا الخيل,Intern,Day
55442791,108535,Alf Rosenow,Physician,Night
3941044,992470,Larry Lowe,Technician,Night
65099783,992470,Larry Lowe,Technician,Night
65099783,173454,Guy Philippe,Technician,Evening
65099783,796375,Ing. Hans-Hermann Kobelt B.A.,Intern,Night
33449960,991291,Matteo Baum B.Eng.,Physician,Day
10019402,485384,Gabriel Allard,Nurse,Night
46057641,7596,عزّ الدّين آل معيض,Resident,Night
32513216,651483,Anke Trubin,Resident,Evening
32513216,41208,Matthieu Royer de la Brunet,Resident,Day
73280472,992470,Larry Lowe,Technician,Night
73280472,771619,Aurore de la Martineau,Nurse,Night
73280472,434871,Bernhard Ruppersberger,Nurse,Evening
76333993,307403,Pierre Turpin,Nurse,Day
76333993,819149,لوليا آل مقطة,Technician,Evening
76333993,991291,Matteo Baum B.Eng.,Physician,Day
90123932,863103,Prof. Bernward Hahn B.A.,Nurse,Night
60264479,30217,Nadia Patiño Arjona,Physician,Night
69216409,386181,Sybille Seifert,Technician,Evening
6302166,963708,Sibylla Pohl B.Eng.,Physician,Night
68841328,674624,Águeda Delia Figueras Tolosa,Nurse,Evening
92802134,573492,Luis Ángel Casado Porta,Technician,Evening
53911235,771619,Aurore de la Martineau,Nurse,Night
53911235,618066,طارق الراشد,Resident,Day
3958834,502703,Mia Schmiedt,Intern,Day
86864169,562838,Jose Angel Goñi,Technician,Night
86864169,650680,Marcus Koch,Technician,Night
78024563,992470,Larry Lowe,Technician,Night
30471552,230145,المهندسة إباء آل العسكري,Technician,Night
85830990,651483,Anke Trubin,Resident,Evening
93166864,184508,قائد فصيل,Resident,Night
93166864,41208,Matthieu Royer de la Brunet,Resident,Day
93166864,434871,Bernhard Ruppersberger,Nurse,Evening
47022748,164281,Jens-Peter Kostolzin MBA.,Resident,Night
47022748,231570,ديمه أبو داوود,Resident,Day
47022748,30217,Nadia Patiño Arjona,Physician,Night
99569006,771619,Aurore de la Martineau,Nurse,Night
7013660,173454,Guy Philippe,Technician,Evening
5543271,231570,ديمه أبو داوود,Resident,Day
43273119,769560,Margot Foucher,Technician,Evening
84768415,618066,طارق الراشد,Resident,Day
84768415,173454,Guy Philippe,Technician,Evening
84768415,843504,Meagan Fitzpatrick,Intern,Evening
75840400,434871,Bernhard Ruppersberger,Nurse,Evening
75840400,650680,Marcus Koch,Technician,Night
75840400,184508,قائد فصيل,Resident,Night
53779891,991291,Matteo Baum B.Eng.,Physician,Day
28968228,651483,Anke Trubin,Resident,Evening
28968228,650680,Marcus Koch,Technician,Night
18215518,651483,Anke Trubin,Resident,Evening
80041356,386181,Sybille Seifert,Technician,Evening
80041356,771619,Aurore de la Martineau,Nurse,Night
80041356,935868,Steven Wang,Technician,Day
12536498,796375,Ing. Hans-Hermann Kobelt B.A.,Intern,Night
12536498,973262,Germán de Estévez,Intern,Evening
12536498,184508,قائد فصيل,Resident,Night
94930396,751163,Dr. Aynur Flantz,Resident,Night
99509375,345587,أفراح كانو,Technician,Day
99509375,863103,Prof. Bernward Hahn B.A.,Nurse,Night
86444833,991291,Matteo Baum B.Eng.,Physician,Day
76673326,184508,قائد فصيل,Resident,Night
76673326,36803,Frédérique de Rey,Resident,Day
76673326,843504,Meagan Fitzpatrick,Intern,Evening
50488198,36803,Frédérique de Rey,Resident,Day
63771614,751163,Dr. Aynur Flantz,Resident,Night
31006288,687256,Pedro Hierro,Physician,Evening
28645342,562838,Jose Angel Goñi,Technician,Night
18458161,963708,Sibylla Pohl B.Eng.,Physician,Night
29797551,769560,Margot Foucher,Technician,Evening
29797551,963708,Sibylla Pohl B.Eng.,Physician,Night
74664539,674624,Águeda Delia Figueras Tolosa,Nurse,Evening
74664539,218344,Ing. Rebekka Schweitzer,Resident,Day
74664539,973262,Germán de Estévez,Intern,Evening
24415958,173454,Guy Philippe,Technician,Evening
35965224,843504,Meagan Fitzpatrick,Intern,Evening
59881695,573492,Luis Ángel Casado Porta,Technician,Evening
61488857,650680,Marcus Koch,Technician,Night
61488857,664769,Calvin Clark,Technician,Day
2361134,935868,Steven Wang,Technician,Day
2361134,573492,Luis Ángel Casado Porta,Technician,Evening
2361134,998838,Constanza Menendez Carmona,Intern,Day
80654762,751163,Dr. Aynur Flantz,Resident,Night
41086143,998838,Constanza Menendez Carmona,Intern,Day
15911495,618066,طارق الراشد,Resident,Day
15911495,502703,Mia Schmiedt,Intern,Day
15911495,531506,Curro Tena Izaguirre,Nurse,Night
50032819,434871,Bernhard Ruppersberger,Nurse,Evening
50032819,345587,أفراح كانو,Technician,Day
50032819,973262,Germán de Estévez,Intern,Evening
87224835,973262,Germán de Estévez,Intern,Evening
22353459,30217,Nadia Patiño Arjona,Physician,Night
93949920,184508,قائد فصيل,Resident,Night
93949920,146284,عتيد أبا الخيل,Intern,Day
93949920,573492,Luis Ángel Casado Porta,Technician,Evening
84451587,502703,Mia Schmiedt,Intern,Day
7221513,485384,Gabriel Allard,Nurse,Night
7221513,333230,Juan Francisco Herrera Grande,Nurse,Night
7221513,842785,Aimée Lemonnier,Physician,Day
59212602,963708,Sibylla Pohl B.Eng.,Physician,Night
16348609,307403,Pierre Turpin,Nurse,Day
16348609,843504,Meagan Fitzpatrick,Intern,Evening
84079691,41208,Matthieu Royer de la Brunet,Resident,Day
84079691,998838,Constanza Menendez Carmona,Intern,Day
31575214,345587,أفراح كانو,Technician,Day
31575214,562838,Jose Angel Goñi,Technician,Night
31575214,769560,Margot Foucher,Technician,Evening
63414510,231570,ديمه أبو داوود,Resident,Day
63414510,618066,طارق الراشد,Resident,Day
63414510,984109,Isaac Pruvost-Andre,Intern,Night
33461952,651483,Anke Trubin,Resident,Evening
38484684,164281,Jens-Peter Kostolzin MBA.,Resident,Night
69955060,687256,Pedro Hierro,Physician,Evening
69955060,485384,Gabriel Allard,Nurse,Night
69955060,664769,Calvin Clark,Technician,Day
86724552,485384,Gabriel Allard,Nurse,Night
3038692,434871,Bernhard Ruppersberger,Nurse,Evening
8421044,231570,ديمه أبو داوود,Resident,Day
8421044,769560,Margot Foucher,Technician,Evening
9248015,386181,Sybille Seifert,Technician,Evening
63653659,164281,Jens-Peter Kostolzin MBA.,Resident,Night
63653659,650680,Marcus Koch,Technician,Night
63653659,345587,أفراح كانو,Technician,Day
27057261,485384,Gabriel Allard,Nurse,Night
51596391,843504,Meagan Fitzpatrick,Intern,Evening
51883732,984109,Isaac Pruvost-Andre,Intern,Night
51883732,82988,Edgar Frederick,Technician,Night
51883732,314159,الأستاذة بشرى أبو داوود,Technician,Day
92731241,674624,Águeda Delia Figueras Tolosa,Nurse,Evening
92731241,434871,Bernhard Ruppersberger,Nurse,Evening
92731241,485384,Gabriel Allard,Nurse,Night
92113878,218344,Ing. Rebekka Schweitzer,Resident,Day
88010800,218344,Ing. Rebekka Schweitzer,Resident,Day
30626974,992470,Larry Lowe,Technician,Night
49488003,531506,Curro Tena Izaguirre,Nurse,Night
49488003,82988,Edgar Frederick,Technician,Night
85671056,863103,Prof. Bernward Hahn B.A.,Nurse,Night
42329963,766870,عبد الواحد المهنا,Physician,Evening
24677375,7596,عزّ الدّين آل معيض,Resident,Night
14334410,314159,الأستاذة بشرى أبو داوود,Technician,Day
14334410,687256,Pedro Hierro,Physician,Evening
96663920,769560,Margot Foucher,Technician,Evening
41779850,230145,المهندسة إباء آل العسكري,Technician,Night
18571548,963708,Sibylla Pohl B.Eng.,Physician,Night
57399043,333230,Juan Francisco Herrera Grande,Nurse,Night
81694447,751163,Dr. Aynur Flantz,Resident,Night
81694447,664769,Calvin Clark,Technician,Day
48275082,618066,طارق الراشد,Resident,Day
27511535,618066,طارق الراشد,Resident,Day
27511535,842785,Aimée Lemonnier,Physician,Day
27511535,650680,Marcus Koch,Technician,Night
23927429,973262,Germán de Estévez,Intern,Evening
4853071,485384,Gabriel Allard,Nurse,Night
79156528,36803,Frédérique de Rey,Resident,Day
79156528,434871,Bernhard Ruppersberger,Nurse,Evening
79156528,230145,المهندسة إباء آل العسكري,Technician,Night
83757178,991291,Matteo Baum B.Eng.,Physician,Day
79929705,333230,Juan Francisco Herrera Grande,Nurse,Night
4026765,164281,Jens-Peter Kostolzin MBA.,Resident,Night
91611469,650680,Marcus Koch,Technician,Night
58658594,664769,Calvin Clark,Technician,Day
34946838,796375,Ing. Hans-Hermann Kobelt B.A.,Intern,Night
94801452,345587,أفراح كانو,Technician,Day
94801452,973262,Germán de Estévez,Intern,Evening
46766731,766870,عبد الواحد المهنا,Physician,Evening
11457708,674624,Águeda Delia Figueras Tolosa,Nurse,Evening
15250443,998838,Constanza Menendez Carmona,Intern,Day
79962937,973262,Germán de Estévez,Intern,Evening
79962937,307403,Pierre Turpin,Nurse,Day
79962937,863103,Prof. Bernward Hahn B.A.,Nurse,Night
9055726,973262,Germán de Estévez,Intern,Evening
9055726,7596,عزّ الدّين آل معيض,Resident,Night
9055726,30217,Nadia Patiño Arjona,Physician,Night
81822226,345587,أفراح كانو,Technician,Day
81822226,230145,المهندسة إباء آل العسكري,Technician,Night
48379445,650680,Marcus Koch,Technician,Night
11913019,769560,Margot Foucher,Technician,Evening
93044569,314159,الأستاذة بشرى أبو داوود,Technician,Day
23165886,687256,Pedro Hierro,Physician,Evening
88473188,664769,Calvin Clark,Technician,Day
88473188,108535,Alf Rosenow,Physician,Night
88473188,485384,Gabriel Allard,Nurse,Night
90707300,935868,Steven Wang,Technician,Day
82390148,757491,Anneke Segebahn B.Eng.,Technician,Day
82390148,30217,Nadia Patiño Arjona,Physician,Night
82390148,502703,Mia Schmiedt,Intern,Day
12383727,82988,Edgar Frederick,Technician,Night
12383727,164281,Jens-Peter Kostolzin MBA.,Resident,Night
98807832,618066,طارق الراشد,Resident,Day
20415125,231570,ديمه أبو داوود,Resident,Day
19148142,771619,Aurore de la Martineau,Nurse,Night
52056457,82988,Edgar Frederick,Technician,Night
56552348,863103,Prof. Bernward Hahn B.A.,Nurse,Night
41953200,998838,Constanza Menendez Carmona,Intern,Day
41953200,687256,Pedro Hierro,Physician,Evening
79024908,231570,ديمه أبو داوود,Resident,Day
45025683,992470,Larry Lowe,Technician,Night
45025683,998838,Constanza Menendez Carmona,Intern,Day
34741536,650680,Marcus Koch,Technician,Night
70883026,7596,عزّ الدّين آل معيض,Resident,Night
70883026,650680,Marcus Koch,Technician,Night
70883026,184508,قائد فصيل,Resident,Night
52945432,842785,Aimée Lemonnier,Physician,Day
52945432,82988,Edgar Frederick,Technician,Night
52945432,935868,Steven Wang,Technician,Day
8178899,108535,Alf Rosenow,Physician,Night
8178899,757491,Anneke Segebahn B.Eng.,Technician,Day
80387221,992470,Larry Lowe,Technician,Night
80387221,674624,Águeda Delia Figueras Tolosa,Nurse,Evening
13517452,41208,Matthieu Royer de la Brunet,Resident,Day
67297629,345587,أفراح كانو,Technician,Day
67297629,218344,Ing. Rebekka Schweitzer,Resident,Day
67297629,757491,Anneke Segebahn B.Eng.,Technician,Day
18805717,948207,Mariah Smith,Intern,Night
31854384,687256,Pedro Hierro,Physician,Evening
31854384,973262,Germán de Estévez,Intern,Evening
31854384,314159,الأستاذة بشرى أبو داوود,Technician,Day
88070633,650680,Marcus Koch,Technician,Night
36714766,757491,Anneke Segebahn B.Eng.,Technician,Day
96800775,307403,Pierre Turpin,Nurse,Day
96800775,30217,Nadia Patiño Arjona,Physician,Night
96800775,651483,Anke Trubin,Resident,Evening
7215120,842785,Aimée Lemonnier,Physician,Day
84454659,769560,Margot Foucher,Technician,Evening
37688760,998838,Constanza Menendez Carmona,Intern,Day
51888232,502703,Mia Schmiedt,Intern,Day
51888232,992470,Larry Lowe,Technician,Night
26496398,674624,Águeda Delia Figueras Tolosa,Nurse,Evening
5013029,984109,Isaac Pruvost-Andre,Intern,Night
63156036,82988,Edgar Frederick,Technician,Night
32024346,973262,Germán de Estévez,Intern,Evening
32024346,82988,Edgar Frederick,Technician,Night
32024346,991291,Matteo Baum B.Eng.,Physician,Day
75779587,992470,Larry Lowe,Technician,Night
89865605,651483,Anke Trubin,Resident,Evening
94008064,231570,ديمه أبو داوود,Resident,Day
95215607,164281,Jens-Peter Kostolzin MBA.,Resident,Night
95215607,819149,لوليا آل مقطة,Technician,Evening
95215607,173454,Guy Philippe,Technician,Evening
24747176,230145,المهندسة إباء آل العسكري,Technician,Night
24747176,687256,Pedro Hierro,Physician,Evening
24747176,562838,Jose Angel Goñi,Technician,Night
43185152,674624,Águeda Delia Figueras Tolosa,Nurse,Evening
80066555,819149,لوليا آل مقطة,Technician,Evening
32864108,935868,Steven Wang,Technician,Day
32864108,108535,Alf Rosenow,Physician,Night
32864108,863103,Prof. Bernward Hahn B.A.,Nurse,Night
23441563,863103,Prof. Bernward Hahn B.A.,Nurse,Night
23441563,30217,Nadia Patiño Arjona,Physician,Night
96346896,230145,المهندسة إباء آل العسكري,Technician,Night
96346896,618066,طارق الراشد,Resident,Day
96346896,992470,Larry Lowe,Technician,Night
1035894,963708,Sibylla Pohl B.Eng.,Physician,Night
1035894,757491,Anneke Segebahn B.Eng.,Technician,Day
79242335,88236,Jennifer Rice,Physician,Day
76917348,108535,Alf Rosenow,Physician,Night
38471767,863103,Prof. Bernward Hahn B.A.,Nurse,Night
45956792,984109,Isaac Pruvost-Andre,Intern,Night
38106513,307403,Pierre Turpin,Nurse,Day
38106513,184508,قائد فصيل,Resident,Night
91157110,963708,Sibylla Pohl B.Eng.,Physician,Night
9099790,843504,Meagan Fitzpatrick,Intern,Evening
39172443,751163,Dr. Aynur Flantz,Resident,Night
30053414,819149,لوليا آل مقطة,Technician,Evening
22343419,41208,Matthieu Royer de la Brunet,Resident,Day
89163911,164281,Jens-Peter Kostolzin MBA.,Resident,Night
89163911,935868,Steven Wang,Technician,Day
89163911,502703,Mia Schmiedt,Intern,Day
77813574,108535,Alf Rosenow,Physician,Night
77813574,819149,لوليا آل مقطة,Technician,Evening
67305216,863103,Prof. Bernward Hahn B.A.,Nurse,Night
67305216,41208,Matthieu Royer de la Brunet,Resident,Day
41471306,218344,Ing. Rebekka Schweitzer,Resident,Day
37433614,531506,Curro Tena Izaguirre,Nurse,Night
16619746,345587,أفراح كانو,Technician,Day
16619746,333230,Juan Francisco Herrera Grande,Nurse,Night
49714426,164281,Jens-Peter Kostolzin MBA.,Resident,Night
13061518,998838,Constanza Menendez Carmona,Intern,Day
13061518,577770,Steven Huynh,Nurse,Evening
13061518,771619,Aurore de la Martineau,Nurse,Night
71824614,935868,Steven Wang,Technician,Day
71824614,863103,Prof. Bernward Hahn B.A.,Nurse,Night
71824614,843504,Meagan Fitzpatrick,Intern,Evening
78495506,766870,عبد الواحد المهنا,Physician,Evening
13779165,618066,طارق الراشد,Resident,Day
93419006,935868,Steven Wang,Technician,Day
3043744,502703,Mia Schmiedt,Intern,Day
